rec,include,cat,new_species,marker,genBank_accession_no,BIN,SRA_NO,taxonConceptID,scientificName/TCID,phylum,lower_taxon,catalog_no,in-house_spec_no,typeStatus,year_date,cruise,contractor_Area,STATION-collection_code,lat,long,depth,data_name,database_link,DATA_SOURCE,ref_short,ref2,record_elsewhere,note
1854,,sequence,,COI,MW057608,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54189,MacrJP025,,,JPIO (and DISCOL),GC,59,,,,,,,Brix_etal_2020,,,morphospecies
1855,,sequence,,16S,MN550212,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54189,MacrJP025,,,JPIO (and DISCOL),GC,59,,,,,,,Brix_etal_2020,,,morphospecies
1856,,sequence,,COI,MW057655,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54190,MacrJP026,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1857,,sequence,,16S,MN550456,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54190,MacrJP026,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1858,,sequence,,COI,MW057587,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54191,MacrJP027,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1859,,sequence,,16S,MN550118,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54191,MacrJP027,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1860,,sequence,,COI,MW057637,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54192,MacrJP028,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1861,,sequence,,16S,MN550358,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54192,MacrJP028,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1862,,sequence,,COI,MW057650,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54193,MacrJP029,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1863,,sequence,,16S,MN550427,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54193,MacrJP029,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1864,,sequence,,COI,MW057614,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54194,MacrJP030,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1865,,sequence,,16S,MN550258,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54194,MacrJP030,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1866,,sequence,,COI,MW057595,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54195,MacrJP031,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1867,,sequence,,16S,MN550162,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54195,MacrJP031,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1868,,sequence,,COI,MW057565,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54196,MacrJP032,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1869,,sequence,,16S,MN550019,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54196,MacrJP032,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1870,,sequence,,COI,MW057598,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54197,MacrJP033,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1871,,sequence,,16S,MN550174,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54197,MacrJP033,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1872,,sequence,,COI,MW057593,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54198,MacrJP034,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1873,,sequence,,16S,MN550152,BOLD:ADL4496,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54198,MacrJP034,,,JPIO (and DISCOL),GC,50,,,,,,,Brix_etal_2020,,,morphospecies
1874,,sequence,,COI,MW057649,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54199,MacrJP035,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1875,,sequence,,16S,MN550424,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54199,MacrJP035,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1876,,sequence,,COI,MW057570,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54200,MacrJP036,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1877,,sequence,,16S,MN550037,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54200,MacrJP036,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1878,,sequence,,COI,MW057586,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54201,MacrJP037,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1879,,sequence,,16S,MN550114,BOLD:ADL2993,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54201,MacrJP037,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1880,,sequence,,COI,MW057566,BOLD:ADL4493,,,Macrostylis cf. sp. # 1,Arthropoda,Macrostylidae,SMF 54202,MacrJP038,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1881,,sequence,,16S,MN550020,BOLD:ADL4493,,,Macrostylis cf. sp. # 1,Arthropoda,Macrostylidae,SMF 54202,MacrJP038,,,JPIO (and DISCOL),IOM,81,,,,,,,Brix_etal_2020,,,morphospecies
1882,,sequence,,COI,MW057573,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54203,MacrJP039,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1883,,sequence,,16S,MN550053,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54203,MacrJP039,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1884,,sequence,,COI,MW057623,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54204,MacrJP040,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1885,,sequence,,16S,MN550285,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54204,MacrJP040,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1887,,sequence,,16S,MN550055,,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54205,MacrJP041,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1888,,sequence,,COI,MW057646,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54206,MacrJP042,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1889,,sequence,,16S,MN550407,BOLD:ADL4637,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54206,MacrJP042,,,JPIO (and DISCOL),IOM,99,,,,,,,Brix_etal_2020,,,morphospecies
1890,,sequence,,COI,MW057583,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54207,MacrJP043,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1891,,sequence,,16S,MN550107,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54207,MacrJP043,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1892,,sequence,,COI,MW057625,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54208,MacrJP044,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1893,,sequence,,16S,MN550290,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54208,MacrJP044,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1894,,sequence,,COI,MW057622,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54209,MacrJP045,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1895,,sequence,,16S,MN550283,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54209,MacrJP045,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1896,,sequence,,COI,MW057589,BOLD:ADL3132,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54210,MacrJP046,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1897,,sequence,,16S,MN550140,BOLD:ADL3132,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54210,MacrJP046,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1898,,sequence,,COI,MW057631,BOLD:ADL3132,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54211,MacrJP047,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1899,,sequence,,16S,MN550319,BOLD:ADL3132,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54211,MacrJP047,,,JPIO (and DISCOL),BC,118,,,,,,,Brix_etal_2020,,,morphospecies
1900,,sequence,,COI,MW057616,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54212,MacrJP048,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1901,,sequence,,16S,MN550269,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54212,MacrJP048,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1902,,sequence,,COI,MW057600,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54213,MacrJP049,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1903,,sequence,,16S,MN550189,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54213,MacrJP049,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1904,,sequence,,COI,MW057607,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54214,MacrJP050,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1905,,sequence,,16S,,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54214,MacrJP050,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1906,,sequence,,COI,MW057628,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54215,MacrJP052,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1907,,sequence,,16S,MN550311,BOLD:ADL4490,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54215,MacrJP052,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1908,,sequence,,COI,MW057636,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54216,MacrJP053,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1909,,sequence,,16S,,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54216,MacrJP053,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1910,,sequence,,COI,MW057585,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54217,MacrJP054,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1911,,sequence,,16S,,BOLD:ADL3133,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54217,MacrJP054,,,JPIO (and DISCOL),BC,133,,,,,,,Brix_etal_2020,,,morphospecies
1912,,sequence,,COI,MW057599,BOLD:ADL9486,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54218,MacrJP055,,,JPIO (and DISCOL),FC,158,,,,,,,Brix_etal_2020,,,morphospecies
1913,,sequence,,16S,MN550188,BOLD:ADL9486,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54218,MacrJP055,,,JPIO (and DISCOL),FC,158,,,,,,,Brix_etal_2020,,,morphospecies
1914,,sequence,,COI,MW057568,BOLD:ADL9675,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54219,MacrJP057,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1915,,sequence,,16S,MN550027,BOLD:ADL9675,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54219,MacrJP057,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1916,,sequence,,COI,MW057624,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54220,MacrJP058,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1917,,sequence,,16S,MN550289,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54220,MacrJP058,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1918,,sequence,,COI,MW057634,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54221,MacrJP059,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1919,,sequence,,16S,MN550331,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54221,MacrJP059,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1920,,sequence,,COI,MW057639,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54222,MacrJP060,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1921,,sequence,,16S,,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54222,MacrJP060,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1922,,sequence,,COI,MW057618,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54223,MacrJP061,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1923,,sequence,,16S,,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54223,MacrJP061,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1924,,sequence,,COI,MW057630,BOLD:ADL9674,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54224,MacrJP062,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1925,,sequence,,16S,,BOLD:ADL9674,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54224,MacrJP062,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1926,,sequence,,COI,MW057640,BOLD:ADL3136,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54225,MacrJP063,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1927,,sequence,,16S,MN550369,BOLD:ADL3136,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54225,MacrJP063,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1928,,sequence,,COI,MW057611,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54226,MacrJP064,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1929,,sequence,,16S,MN550231,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54226,MacrJP064,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1930,,sequence,,COI,MW057579,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54227,MacrJP065,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1931,,sequence,,16S,MN550075,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54227,MacrJP065,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1932,,sequence,,COI,MW057613,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54228,MacrJP066,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1933,,sequence,,16S,MN550246,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54228,MacrJP066,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1934,,sequence,,COI,MW057590,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54229,MacrJP067,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1935,,sequence,,16S,,BOLD:ADL9300,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54229,MacrJP067,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1936,,sequence,,COI,MW057602,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54230,MacrJP068,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1937,,sequence,,16S,MN550193,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54230,MacrJP068,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1938,,sequence,,COI,MW057651,BOLD:AAG9589,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54231,MacrJP069,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1939,,sequence,,16S,MN550435,BOLD:AAG9589,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54231,MacrJP069,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1940,,sequence,,COI,MW057643,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54232,MacrJP070,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1941,,sequence,,16S,MN550395,BOLD:ADL3135,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54232,MacrJP070,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1942,,sequence,,COI,MW057576,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54233,MacrJP071,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1943,,sequence,,16S,MN550065,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54233,MacrJP071,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1944,,sequence,,COI,MW057571,BOLD:ADL9675,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54234,MacrJP072,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1945,,sequence,,16S,,BOLD:ADL9675,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54234,MacrJP072,,,JPIO (and DISCOL),FC,171,,,,,,,Brix_etal_2020,,,morphospecies
1946,,sequence,,COI,MW057627,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54235,MacrJP073,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1947,,sequence,,16S,MN550301,BOLD:ADL4492,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54235,MacrJP073,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1948,,sequence,,COI,MW057584,BOLD:ADL4491,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54236,MacrJP074,,,JPIO (and DISCOL),A3,210,,,,,,,Brix_etal_2020,,,morphospecies
1949,,sequence,,16S,MN550111,BOLD:ADL4491,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54236,MacrJP074,,,JPIO (and DISCOL),A3,210,,,,,,,Brix_etal_2020,,,morphospecies
1950,,sequence,,COI,MW057654,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54237,MacrJP075,,,JPIO (and DISCOL),A3,210,,,,,,,Brix_etal_2020,,,morphospecies
1951,,sequence,,16S,MN550445,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54237,MacrJP075,,,JPIO (and DISCOL),A3,210,,,,,,,Brix_etal_2020,,,morphospecies
1952,,sequence,,COI,MW057645,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54238,MacrJP076,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1953,,sequence,,16S,MN550401,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54238,MacrJP076,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1954,,sequence,,COI,MW057591,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54239,MacrJP077,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1955,,sequence,,16S,MN550148,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54239,MacrJP077,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1956,,sequence,,COI,MW057604,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54240,MacrJP078,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1957,,sequence,,16S,MN550202,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54240,MacrJP078,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1958,,sequence,,COI,MW057575,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54241,MacrJP079,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1959,,sequence,,16S,MN550064,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54241,MacrJP079,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1960,,sequence,,COI,MW057633,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54242,MacrJP080,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1961,,sequence,,16S,MN550328,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54242,MacrJP080,,,JPIO (and DISCOL),A3,197,,,,,,,Brix_etal_2020,,,morphospecies
1962,,sequence,,COI,MW057629,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54243,MacrJP081,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1963,,sequence,,16S,MN550315,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54243,MacrJP081,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1964,,sequence,,COI,MW057577,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54244,MacrJP082,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1965,,sequence,,16S,MN550069,BOLD:ADL4494,,,Macrostylis sp. M cf. metallicola,Arthropoda,Macrostylidae,SMF 54244,MacrJP082,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1966,,sequence,,COI,MW057609,BOLD:ADL4497,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54245,MacrJP083,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1967,,sequence,,16S,MN550227,BOLD:ADL4497,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54245,MacrJP083,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1968,,sequence,,COI,MW057656,BOLD:ADL4497,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54246,MacrJP084,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
1969,,sequence,,16S,MN550458,BOLD:ADL4497,,,Macrostylis sp. # 2,Arthropoda,Macrostylidae,SMF 54246,MacrJP084,,,JPIO (and DISCOL),A3,192,,,,,,,Brix_etal_2020,,,morphospecies
